,event_id,investigation_type,accident_number,event_date,location,country,latitude,longitude,airport_code,airport_name,injury_severity,aircraft_damage,aircraft_category,registration_number,make,model,amateur_built,number_of_engines,engine_type,far_description,schedule,purpose_of_flight,air_carrier,total_fatal_injuries,total_serious_injuries,total_minor_injuries,total_uninjured,weather_condition,broad_phase_of_flight,report_status,publication_date,total_injuries
405,20020917X01898,Incident,CHI82IA072,1982-02-24,"CHICAGO, IL",United States,,,ORD,O'HARE,Incident,Unknown,Airplane,N192MA,swearingen,SA-227,No,2.0,Turbo Prop,Part 135: Air Taxi & Commuter,SCHD,Unknown,Midstate Airlines,0.0,0.0,0.0,12.0,VMC,Landing,Probable Cause,24-02-1983,0.0
417,20020917X01770,Incident,ATL82IA060,1982-02-26,"ATLANTA, GA",United States,,,PDK,DEKALB PEACHTREE,Incident,Minor,Airplane,N10AY,beech,B90,No,2.0,Turbo Prop,Part 135: Air Taxi & Commuter,NSCH,Unknown,Hanger One,0.0,0.0,0.0,3.0,IMC,Landing,Probable Cause,26-02-1983,0.0
511,20020917X01899,Incident,CHI82IA082,1982-03-09,"SOUTH BEND, IN",United States,,,SBN,MICHIANA REGIONAL,Incident,Minor,Airplane,N323BA,swearingen,SA-266TC,No,2.0,Turbo Prop,Part 135: Air Taxi & Commuter,SCHD,Unknown,"Britt Airways, Inc",0.0,0.0,0.0,9.0,UNK,Maneuvering,Probable Cause,09-03-1983,0.0
518,20020917X02338,Incident,LAX82IA103,1982-03-10,"LONG BEACH, CA",United States,,,LGB,LONG BEACH/DAUGHETY FIELD,Incident,Unknown,Airplane,N778JA,douglas,DC-9-82,No,2.0,Turbo Fan,Part 121: Air Carrier,SCHD,Unknown,Jet America Airlines,0.0,0.0,0.0,68.0,VMC,Standing,Probable Cause,10-03-1983,0.0
528,20020917X02572,Incident,NYC82IA051,1982-03-11,"FLUSHING, NY",United States,,,LGA,LAGUARDIA (R/W 22),Incident,Minor,Airplane,N26210,nord,262A-12,No,2.0,Turbo Prop,Part 135: Air Taxi & Commuter,SCHD,Unknown,"Ransome Airlines, Inc",0.0,0.0,0.0,30.0,IMC,Climb,Probable Cause,11-03-1983,0.0
543,20020917X02196,Accident,LAX82DA105,1982-03-12,"CHINO, CA",United States,,,CNO,CHINO,Non-Fatal,Substantial,Airplane,N479CC,cessna,501,No,2.0,Turbo Jet,Part 91: General Aviation,,Business,,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,12-03-1983,0.0
564,20020917X01833,Accident,CHI82DA086,1982-03-13,"BRYAN, OH",United States,,,006,BRYAN-WILLIANS CO.,Non-Fatal,Substantial,Airplane,N707MA,beech,200,No,2.0,Turbo Prop,Part 91: General Aviation,,Executive/corporate,,0.0,0.0,0.0,4.0,VMC,Landing,Probable Cause,13-03-1983,0.0
619,20020917X02153,Incident,FTW82IA146,1982-03-20,"HOUSTON, TX",United States,,,IAH,HOUSTON INTERCONTINENTAL,Incident,Minor,Airplane,N87Y,rockwell,NA-265-80,No,2.0,Turbo Jet,Part 91: General Aviation,,Executive/corporate,,0.0,0.0,0.0,2.0,IMC,Taxi,Probable Cause,20-03-1983,0.0
657,20020917X02057,Accident,FTW82DA114,1982-03-23,"CONROE, TX",United States,,,CXO,MONTGOMERY COUNTY,Non-Fatal,Substantial,Airplane,N9101F,rockwell,690A,No,2.0,Turbo Prop,Part 91: General Aviation,,Business,,0.0,0.0,0.0,3.0,IMC,Approach,Probable Cause,23-03-1983,0.0
659,20020917X01888,Accident,CHI82FA098,1982-03-23,"KALAMAZOO, MI",United States,,,AZO,KALAMAZOO,Non-Fatal,Substantial,Airplane,N6069C,beech,65-A90,No,2.0,Turbo Prop,Part 91: General Aviation,,Executive/corporate,,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,23-03-1983,0.0
672,20020917X01989,Incident,DEN82IA049,1982-03-25,"DENVER, CO",United States,,,DEN,STAPLETON INT'L. AIRPORT,Incident,Unknown,Airplane,N857H,gulfstream,G159-C,No,2.0,Turbo Prop,Part 121: Air Carrier,SCHD,Unknown,U.s. Aviation,0.0,0.0,0.0,20.0,VMC,Approach,Probable Cause,25-03-1983,0.0
705,20020917X02101,Accident,FTW82FA108,1982-03-29,"HUGHES, AR",United States,,,,,Fatal(1),Destroyed,Airplane,N5957K,gulfstream,690C,No,2.0,Turbo Prop,Part 91: General Aviation,,Ferry,,1.0,0.0,0.0,0.0,VMC,Unknown,Probable Cause,29-03-1983,1.0
715,20020917X01901,Incident,CHI82IA108,1982-03-30,"CHICAGO, IL",United States,,,ORD,O'HARE INTERNATIONAL,Incident,Minor,Airplane,N62Z,swearingen,SA226TC,No,2.0,Turbo Prop,Part 135: Air Taxi & Commuter,SCHD,Unknown,"Britt Airways, Inc.",0.0,0.0,0.0,18.0,VMC,Takeoff,Probable Cause,30-03-1983,0.0
733,20020917X01902,Incident,CHI82IA112,1982-04-02,"DETROIT, MI",United States,,,DTW,DETROIT METRO,Incident,Minor,Airplane,N23BX,rockwell,SABRELINER 65,No,2.0,Turbo Fan,Part 91: General Aviation,,Executive/corporate,,0.0,0.0,0.0,8.0,VMC,Taxi,Probable Cause,02-04-1983,0.0
764,20020917X01855,Accident,CHI82DA115,1982-04-05,"FORT WAYNE, IN",United States,,,FWA,BAER FIELD,Non-Fatal,Substantial,Airplane,N639S,swearingen,SA226TC,No,2.0,Turbo Prop,Part 91: General Aviation,,Ferry,,0.0,0.0,0.0,2.0,IMC,Landing,Probable Cause,05-04-1983,0.0
781,20020917X01697,Accident,ATL82DA096,1982-04-07,"WINSTON-SALEM, NC",United States,,,INT,SMITH REYNOLDS,Non-Fatal,Substantial,Airplane,N7377,beech,65-A90,No,2.0,Turbo Prop,Part 91: General Aviation,,Business,,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,07-04-1983,0.0
885,20020917X01774,Incident,ATL82IA109,1982-04-18,"ASHEVILLE, NC",United States,,,,ASHEVILLE AIRPORT,Incident,Minor,Airplane,N95WA,beech,BE-99,No,2.0,Turbo Prop,Part 135: Air Taxi & Commuter,SCHD,Unknown,Wheeler Airlines,0.0,0.0,0.0,11.0,VMC,Takeoff,Probable Cause,18-04-1983,0.0
901,20020917X02479,Incident,MKC82IA059,1982-04-20,"ST. LOUIS, MO",United States,,,STL,LAMBERT-ST. LOUIS INTL,Incident,Minor,Airplane,N2N,rockwell,NA-265-65,No,2.0,Turbo Fan,Part 91F: Special Flt Ops.,UNK,Executive/corporate,,0.0,0.0,0.0,2.0,VMC,Approach,Probable Cause,20-04-1983,0.0
907,20020917X01741,Accident,ATL82FA110,1982-04-20,"LAFAYETTE, GA",United States,,,,,Fatal(6),Destroyed,Airplane,N165MA,mitsubishi,MU-2B-30,No,2.0,Turbo Prop,Part 91: General Aviation,,Executive/corporate,,6.0,1.0,0.0,0.0,VMC,Cruise,Probable Cause,20-04-1983,7.0
982,20020917X01744,Accident,ATL82FID07,1982-04-26,"HOT SPRINGS, VA",United States,,,HSP,INGALLS,Non-Fatal,Substantial,Airplane,N37990,beech,90,No,2.0,Turbo Prop,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,IMC,Landing,Probable Cause,26-04-1983,0.0
1082,20020917X03241,Accident,FTW82AA167,1982-05-05,"CHARLOTTE, TX",United States,,,,,Fatal(7),Destroyed,Airplane,N98949,beech,B90,No,2.0,Turbo Prop,Part 91: General Aviation,,Personal,,7.0,0.0,0.0,0.0,VMC,Cruise,Probable Cause,05-05-1983,7.0
1088,20020917X03100,Accident,DCA82AA020,1982-05-06,"NEAR SAVANNAH, GA",United States,,,,,Fatal(4),Destroyed,Airplane,N100TA,gates,23,No,2.0,Turbo Jet,Part 91: General Aviation,,Business,,4.0,0.0,0.0,0.0,VMC,Descent,Probable Cause,06-05-1983,4.0
1157,20020917X03444,Accident,FTW82FA173,1982-05-12,"CARLSBAD, NM",United States,,,,CAVERN CITY,Fatal(2),Destroyed,Airplane,N9789S,gulfstream,980(695),Yes,2.0,Turbo Prop,Part 91: General Aviation,,Unknown,,2.0,0.0,0.0,0.0,VMC,Takeoff,Probable Cause,12-05-1983,2.0
1159,20020917X03106,Incident,DCA82IA021,1982-05-12,"FT. MYER, FL",United States,,,,,Incident,Unknown,Airplane,N721J,gates,24B,No,2.0,Turbo Jet,Part 91: General Aviation,,Business,,0.0,0.0,0.0,3.0,VMC,Climb,Probable Cause,01-02-2016,0.0
1211,20020917X03101,Accident,DCA82AA022,1982-05-16,"HOOPER BAY, AK",United States,,,HPB,HOOPER BAY,Non-Fatal,Destroyed,Airplane,N103AQ,de,DHC-6-200,No,2.0,Turbo Prop,Part 135: Air Taxi & Commuter,SCHD,Unknown,Gifford Aviation,0.0,8.0,0.0,0.0,VMC,Approach,Probable Cause,16-05-1983,8.0
1240,20020917X03528,Accident,LAX82DA177,1982-05-17,"FRESNO, CA",United States,,,FAT,FRESNO AIR TERMINAL,Non-Fatal,Substantial,Airplane,N711AH,swearingen,SA26-T,No,2.0,Turbo Prop,Part 91: General Aviation,,Executive/corporate,,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,17-05-1983,0.0
1245,20020917X03236,Incident,DEN82IA090,1982-05-18,"GILLETTE, WY",United States,,,GCC,GILLETTE-CAMPBELL COUNTY,Incident,Minor,Airplane,N114GA,gulfstream,G-159C,No,2.0,Turbo Prop,Part 121: Air Carrier,SCHD,Unknown,"U.s. Aviation, Inc./air U.s.,",0.0,0.0,0.0,21.0,VMC,Landing,Probable Cause,18-05-1983,0.0
1278,20020917X03096,Incident,CHI82IA179,1982-05-21,"DAYTON, OH",United States,,,DAY,COX INTERNATIONAL,Incident,Unknown,Airplane,N1124J,bac,1-11-204AF,No,2.0,Turbo Jet,Part 121: Air Carrier,SCHD,Unknown,U.s. Air,0.0,0.0,0.0,48.0,IMC,Landing,Probable Cause,21-05-1983,0.0
1290,20020917X02737,Accident,ATL82DA142,1982-05-22,"MEMPHIS, TN",United States,,,MEM,MEMPHIS INTERNATIONAL,Non-Fatal,Unknown,Airplane,N9356,douglas,DC-9-15F,No,2.0,Turbo Jet,Part 121: Air Carrier,SCHD,Unknown,"Republic Airlines, Inc.",0.0,1.0,0.0,56.0,VMC,Descent,Probable Cause,22-05-1983,1.0
1355,20020917X03629,Accident,LAX82DUG12,1982-05-28,"PALM SPRINGS, CA",United States,,,PSP,PALM SPRINGS,Non-Fatal,Minor,Airplane,N1009R,swearingen,SA226-TC,No,2.0,Turbo Prop,Part 135: Air Taxi & Commuter,SCHD,Unknown,Sunaire,0.0,1.0,0.0,5.0,VMC,Standing,Probable Cause,28-05-1983,1.0
1357,20020917X03511,Incident,FTW82IA209,1982-05-28,"LAKE CHARLES, LA",United States,,,,,Incident,Minor,Airplane,N222SA,piper,PA-31P-135,No,2.0,Turbo Prop,Part 91: General Aviation,,Executive/corporate,,0.0,0.0,0.0,7.0,VMC,Cruise,Probable Cause,28-05-1983,0.0
1446,20020917X03873,Accident,MKC82FA095,1982-06-04,"WICHITA, KS",United States,,,3KM,COLONEL JAMES JABARA,Non-Fatal,Substantial,Airplane,N190BT,beech,65-90,Yes,2.0,Turbo Prop,Part 135: Air Taxi & Commuter,NSCH,Unknown,"Midwest Piper Flight, Inc",0.0,0.0,0.0,3.0,VMC,Takeoff,Probable Cause,04-06-1983,0.0
1484,20020917X03815,Accident,MKC82DA099,1982-06-08,"TOPEKA, KS",United States,,,TOP,PHILLIP BILLARD,Non-Fatal,Unknown,Airplane,N981EE,cessna,500,No,2.0,Turbo Fan,Part 91: General Aviation,,Business,,0.0,1.0,0.0,1.0,VMC,Standing,Probable Cause,08-06-1983,1.0
1488,20020917X03238,Incident,DEN82IA103,1982-06-08,"GILLETTE, WY",United States,,,GCC,GILETTE-CAMPBELL COUNTY,Incident,Unknown,Airplane,N159AN,grumman,G-159C,No,2.0,Turbo Prop,Part 121: Air Carrier,SCHD,Unknown,"U.s. Aviation, Inc.",0.0,0.0,0.0,29.0,VMC,Landing,Probable Cause,08-06-1983,0.0
1516,20020917X03453,Accident,FTW82FPD14,1982-06-11,"ABILENE, TX",United States,,,,ABILENE,Non-Fatal,Substantial,Airplane,N5DM,learjet,23,No,2.0,Turbo Jet,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,8.0,VMC,Maneuvering,Probable Cause,11-06-1983,0.0
1576,20020917X02713,Incident,ANC82IA048,1982-06-16,"NEAR PORT HEIDE, AK",United States,,,,,Incident,Minor,Airplane,N525N,de,DHC-6-100,No,2.0,Turbo Prop,Part 135: Air Taxi & Commuter,NSCH,Unknown,"Sea Airmotive, Inc.",0.0,0.0,0.0,10.0,VMC,Cruise,Probable Cause,16-06-1983,0.0
1758,20020917X03146,Accident,DEN82DA122,1982-06-30,"LAS ANIMAS, CO",United States,,,7V9,LAS ANIMAS CITY & COUNTY,Non-Fatal,Substantial,Airplane,N2745B,cessna,340,No,2.0,Turbo Prop,Part 135: Air Taxi & Commuter,NSCH,Unknown,Colorado Corporate Charters,0.0,0.0,0.0,4.0,VMC,Approach,Probable Cause,30-06-1983,0.0
1826,20020917X04180,Incident,SEA82IA101,1982-07-05,"BOISE, ID",United States,,,BOI,BOISE AIR TERMINAL,Incident,Minor,Airplane,N919RW,douglas,DC-9-31,No,2.0,Turbo Fan,Part 121: Air Carrier,SCHD,Unknown,"Republic Airlines West, Inc.",0.0,0.0,0.0,84.0,VMC,Takeoff,Probable Cause,05-07-1983,0.0
1925,20020917X03675,Accident,LAX82FA255,1982-07-13,"SCHELLVILLE, CA",United States,,,0Q3,SCHELLVILLE,Non-Fatal,Destroyed,Airplane,N27GP,mitsubishi,MU-2B,No,2.0,Turbo Prop,Part 91: General Aviation,,Personal,,0.0,0.0,1.0,1.0,VMC,Takeoff,Probable Cause,13-07-1983,1.0
2128,20020917X03376,Accident,FTW82DA301,1982-07-28,"ABILENE, TX",United States,,,ABI,ABILENE MUNICIPAL,Non-Fatal,Substantial,Airplane,N326CA,beech,B99A,No,2.0,Turbo Prop,Part 91: General Aviation,,Instructional,,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,28-07-1983,0.0
2242,20020917X03896,Incident,MKC82IA137,1982-08-05,"ST. JOSEPH, MO",United States,,,STJ,ROSECRANS MEMORIAL,Incident,Minor,Airplane,N312MA,mitsubishi,MU-2B-25,No,2.0,Turbo Prop,Part 91: General Aviation,,Business,,0.0,0.0,0.0,2.0,VMC,Climb,Probable Cause,05-08-1983,0.0
2244,20020917X03240,Incident,DEN82IA154,1982-08-05,"DENVER, CO",United States,,,DEN,STAPLETON INTERNATIONAL,Incident,Minor,Airplane,N7356F,boeing,737-291,No,2.0,Turbo Fan,Part 121: Air Carrier,SCHD,Unknown,"Frontier Airlines, Inc.",0.0,0.0,0.0,102.0,VMC,Takeoff,Probable Cause,05-08-1983,0.0
2247,20020917X03173,Accident,DEN82DA153,1982-08-05,"BILLINGS, MT",United States,,,BIL,BILLINGS LOGAN,Non-Fatal,Substantial,Airplane,N895K,beech,90,No,2.0,Turbo Prop,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,4.0,VMC,Landing,Probable Cause,05-08-1983,0.0
2324,20020917X03898,Incident,MKC82IA143,1982-08-12,"NORTH PLATTE, NE",United States,,,LBF,LEE BIRD FIELD,Incident,Minor,Airplane,N7345F,boeing,737-291,No,2.0,Turbo Fan,Part 121: Air Carrier,SCHD,Unknown,,0.0,0.0,33.0,0.0,IMC,Approach,Probable Cause,12-08-1983,33.0
2382,20020917X03513,Incident,FTW82IA331,1982-08-16,"EL PASO, TX",United States,,,ELP,EL PASO INT'L,Incident,Minor,Airplane,N1969J,cessna,421B,No,2.0,Turbo Prop,Part 91: General Aviation,,Business,,0.0,0.0,1.0,0.0,VMC,Descent,Probable Cause,16-08-1983,1.0
2414,20020917X03857,Accident,MKC82DA146,1982-08-18,"CAMDENTON, MO",United States,,,H21,CAMDENTON MEMORIAL,Non-Fatal,Substantial,Airplane,N550MA,mitsubishi,MU-2B-20,No,2.0,Turbo Prop,Part 91: General Aviation,,Business,,0.0,0.0,0.0,1.0,VMC,Approach,Probable Cause,18-08-1983,0.0
2438,20020917X03876,Accident,MKC82FA149,1982-08-20,"KANSAS CITY, MO",United States,,,MKC,DOWNTOWN,Non-Fatal,Substantial,Airplane,N237AM,swearingen,SA226TC,No,2.0,Turbo Prop,Part 135: Air Taxi & Commuter,SCHD,Unknown,Air Midwest,0.0,0.0,0.0,12.0,VMC,Approach,Probable Cause,20-08-1983,0.0
2583,20020917X04422,Incident,CHI82IA331,1982-09-01,"APPLETON, WI",United States,,,ATW,OUTAGAMIE CO. A/P,Incident,Minor,Airplane,N261S,swearingen,SA-226TC,No,2.0,Turbo Prop,Part 91: General Aviation,,Unknown,,0.0,0.0,0.0,2.0,VMC,Takeoff,Probable Cause,01-09-1983,0.0
2663,20020917X04395,Accident,CHI82DA341,1982-09-06,"PONTIAC, MI",United States,,,PTK,OAKLAND-PONTIAC,Non-Fatal,Substantial,Airplane,N10TN,aero,681,No,2.0,Turbo Prop,Part 91: General Aviation,,Business,,0.0,0.0,0.0,3.0,VMC,Cruise,Probable Cause,06-09-1983,0.0
2706,20020917X04502,Accident,DEN82DA186,1982-09-10,"DELTA, UT",United States,,,,,Non-Fatal,Substantial,Airplane,N880CA,piper,PA-31T,No,2.0,Turbo Prop,Part 91: General Aviation,,Business,,0.0,0.0,0.0,4.0,VMC,Landing,Probable Cause,10-09-1983,0.0
2722,20020917X04497,Accident,DEN82AA191,1982-09-12,"HAYDEN, CO",United States,,,HDN,YAMPA VALLEY,Fatal(6),Destroyed,Airplane,N66U,mitsubishi,MU-2B-25,No,2.0,Turbo Prop,Part 91: General Aviation,,Business,,6.0,0.0,0.0,0.0,VMC,Takeoff,Probable Cause,12-09-1983,6.0
2733,20020917X04526,Incident,DEN82IA192,1982-09-13,"DENVER, CO",United States,,,DEN,STAPLETON INTERNATIONAL,Incident,Minor,Airplane,N5471M,fairchild/swearingen,SA226TC,No,2.0,Turbo Prop,Part 135: Air Taxi & Commuter,NSCH,Unknown,Air Midwest,0.0,0.0,0.0,5.0,VMC,Other,Probable Cause,13-09-1983,0.0
2772,20020917X04765,Accident,LAX82FA345A,1982-09-17,"HUNTINGTON BEAC, CA",United States,,,,,Fatal(2),Substantial,Airplane,N9FQ,beech,200,No,2.0,Turbo Prop,Part 91: General Aviation,,Personal,,2.0,0.0,0.0,1.0,VMC,Cruise,Probable Cause,17-09-1983,2.0
2809,20020917X04608,Accident,FTW82DA385,1982-09-20,"CRYSTAL CITY, TX",United States,,,,CHACONCREEK RANCH,Non-Fatal,Substantial,Airplane,N50US,cessna,501SP,No,2.0,Turbo Jet,Part 91: General Aviation,,Executive/corporate,,0.0,0.0,0.0,6.0,VMC,Approach,Probable Cause,20-09-1983,0.0
3036,20020917X04780,Accident,LAX83FA002,1982-10-15,"PALM SPRINGS, CA",United States,,,PSP,PALM SPRINGS,Non-Fatal,Substantial,Airplane,N63SA,swearingen,SA-226TC,No,2.0,Turbo Prop,Part 135: Air Taxi & Commuter,SCHD,Unknown,Borrego Springs Airline,0.0,0.0,1.0,17.0,VMC,Standing,Probable Cause,15-10-1983,1.0
3056,20020917X04455,Accident,CHI83LA021,1982-10-17,"INDIANAPOLIS, IN",United States,,,IND,INDIANAPOLIS INT'L. APRT.,Non-Fatal,Substantial,Airplane,N173MA,swearingen,SA227-AC,No,2.0,Turbo Prop,Part 135: Air Taxi & Commuter,SCHD,Unknown,Miostates Airlines,0.0,0.0,0.0,8.0,VMC,Taxi,Probable Cause,17-10-1983,0.0
3058,20020917X04495,Incident,DCA83IA002,1982-10-18,"HOUSTON, TX",United States,,,HOU,HOUSTON INTERNATIONAL,Incident,Minor,Airplane,N536TX,douglas,DC-9-30,No,2.0,Turbo Fan,Part 121: Air Carrier,SCHD,Unknown,Texas International,0.0,0.0,0.0,65.0,VMC,Takeoff,Probable Cause,18-10-1983,0.0
3121,20020917X04496,Incident,DCA83IA003,1982-10-28,"WILMINGTON, DE",United States,,,ILG,GREATER WILMINGTON,Incident,Minor,Airplane,N213DS,beech,E90,Yes,2.0,Turbo Prop,Part 91: General Aviation,,Executive/corporate,,0.0,0.0,0.0,2.0,VMC,Takeoff,Probable Cause,28-10-1983,0.0
3122,20020917X04335,Incident,ATL83IA018,1982-10-28,"CLARKSVILLE, TN",United States,,,CKV,OUTLAW FIELD,Incident,Minor,Airplane,N4099A,beech,B99,No,2.0,Turbo Prop,Part 135: Air Taxi & Commuter,SCHD,Unknown,Air Kentucky Airline,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,28-10-1983,0.0
